login,logout,lastseen
1483361838569,-,1483361838569
1483361841282,-,1483361841282
1483360048166,1483361848632,1483360048166
1483360060230,1483361863642,1483360060230
1483360065654,1483361868643,1483360065654
1483361871058,-,1483361871058
1483361878891,-,1483361878891
1483361881344,-,1483361881344
1483361887617,-,1483361887617
1483360101137,1483361903662,1483360101137
1483361903701,-,1483361903701
1483361909952,-,1483361909952
1483361912735,-,1483361912735
1483360113017,1483361918672,1483360116436
1483361921640,-,1483361921640
1483361924250,-,1483361924250
1483360127631,1483361928678,1483360127631
1483360139379,1483361943692,1483360139379
1483360152733,1483361953700,1483360152733
1483361958156,-,1483361958156
1483360171465,1483361973717,1483360171465
1483361975595,-,1483361975595
1483360178961,1483361983723,1483360178961
1483361985164,-,1483361985164
1483361341706,1483362004012,1483361344893
1483362004012,-,1483362004012
1483360240224,1483362043771,1483360240224
1483360240867,1483362043771,1483360240867
1483360244707,1483362048776,1483360244707
1483362050909,-,1483362050909
1483360250660,1483362053779,1483360250660
1483362059622,-,1483362059622
1483362060508,-,1483362060508
1483362062013,-,1483362062013
1483362070292,-,1483362070292
1483360270690,1483362073790,1483360270690
1483360273652,1483362073790,1483360273652
1483362083086,-,1483362083086
1483360287620,1483362088802,1483360287620
1483362095821,-,1483362095821
1483361511827,1483362105624,1483361515000
1483362105624,-,1483362105624
1483360308918,1483362113815,1483360308918
1483360319783,1483362123825,1483360319783
1483360328170,1483362128827,1483360328170
1483360346789,1483362148837,1483360346789
1483360347543,1483362148838,1483360347543
1483341015587,1483362153844,1483360349661
1483362184394,-,1483362184394
1483362190467,-,1483362190467
1483360386563,1483362193873,1483360389609
1483360393146,1483362193873,1483360393146
1483360393515,1483362198877,1483360396700
1483362199115,-,1483362199115
1483360436186,1483362238904,1483360436186
1483360449188,1483362253918,1483360449188
1483358208340,1483362258920,1483360458221
1483360468956,1483362273929,1483360468956
1483362284600,-,1483362284600
1483362297984,-,1483362297984
1483360499477,1483362303940,1483360499477
1483362308842,-,1483362308842
1483362320979,-,1483362320979
1483360522673,1483362323952,1483360522673
1483362330937,-,1483362330937
1483360545021,1483362348967,1483360545021
1483362352372,-,1483362352372
1483360554258,1483362358974,1483360554258
1483360556501,1483362358974,1483360556501
1483362361600,-,1483362361600
1483362363783,-,1483362363783
1483360590205,1483362394002,1483360590205
1483360600109,1483362404012,1483360600109
1483360601639,1483362404013,1483360601639
1483362405877,-,1483362405877
1483361263745,1483362416408,1483361267121
1483362416409,-,1483362416409
1483360639017,1483362439035,1483360639017
1483353929745,1483362459050,1483360655441
1483362459984,-,1483362459984
1483362497686,-,1483362497686
1483362513079,-,1483362513079
1483362513728,-,1483362513728
1483360714589,1483362519086,1483360714589
1483360715644,1483362519086,1483360715644
1483360729383,1483362534095,1483360732603
1483362535537,-,1483362535537
1483360735372,1483362539099,1483360735372
1483362557174,-,1483362557174
1483360758527,1483362559112,1483360758527
1483360778760,1483362579129,1483360778760
1483360778778,1483362579129,1483360778778
1483362597316,-,1483362597316
1483360801861,1483362604148,1483360801861
1483362608425,-,1483362608425
1483360823586,1483362629162,1483360826850
1483360826991,1483362629162,1483360826991
1483360830668,1483362634164,1483360830668
1483362105624,1483362639196,1483362108677
1483362639196,-,1483362639196
1483362644150,-,1483362644150
1483360853175,1483362654171,1483360853175
1483362657577,-,1483362657577
1483360855256,1483362659172,1483360855256
1483360865438,1483362669177,1483360865438
1483362682085,-,1483362682085
1483362687506,-,1483362687506
1483362693511,-,1483362693511
1483362704441,-,1483362704441
1483360922530,1483362724213,1483360922530
1483362729370,-,1483362729370
1483362733401,-,1483362733401
1483362738636,-,1483362738636
1483360931392,1483362739217,1483360934574
1483360935509,1483362739217,1483360935509
1483360942262,1483362744220,1483360942262
1483362749461,-,1483362749461
1483362754750,-,1483362754750
1483362756111,-,1483362756111
1483360959929,1483362764234,1483360959929
1483360966909,1483362774241,1483360970048
1483360970158,1483362774241,1483360970158
1483362779939,-,1483362779939
1483362785318,-,1483362785318
1483360992550,1483362794257,1483360992550
1483361001927,1483362809271,1483361005276
1483362812707,-,1483362812707
1483362821796,-,1483362821796
1483362826755,-,1483362826755
1483362827303,-,1483362827303
1483361026489,1483362829277,1483361026489
1483362830113,-,1483362830113
1483361049748,1483362854295,1483361049748
1483362856586,-,1483362856586
1483362878320,-,1483362878320
1483362886478,-,1483362886478
1483361085021,1483362889317,1483361085021
1483362911574,-,1483362911574
1483361113018,1483362914338,1483361113018
1483362936474,-,1483362936474
1483361143277,1483362944360,1483361143277
1483361150958,1483362954368,1483361150958
1483361151562,1483362954370,1483361151562
1483361152745,1483362954370,1483361152745
1483362977926,-,1483362977926
1483362991670,-,1483362991670
1483363000315,-,1483363000315
1483363002683,-,1483363002683
1483362497686,1483363004870,1483362497686
1483363004870,-,1483363004870
1483360315821,1483363029420,1483361226418
1483361226975,1483363029420,1483361226975
1483361236587,1483363039428,1483361236587
1483361260857,1483363064448,1483361260857
1483363075651,-,1483363075651
1483363077908,-,1483363077908
1483363080083,-,1483363080083
1483361299190,1483363099473,1483361299190
1483363101747,-,1483363101747
1483361303228,1483363109477,1483361306417
1483361308655,1483363109477,1483361308655
1483361314047,1483363114480,1483361314047
1483363130284,-,1483363130284
1483361336222,1483363139493,1483361336222
1483363143703,-,1483363143703
1483363169193,-,1483363169193
1483363177104,-,1483363177104
1483361392856,1483363194536,1483361392856
1483361395164,1483363199537,1483361395164
1483363218222,-,1483363218222
1483363224072,-,1483363224072
1483363226454,-,1483363226454
1483361428240,1483363229555,1483361428240
1483361431765,1483363234558,1483361431765
1483361453634,1483363254573,1483361453634
1483361455311,1483363259575,1483361455311
1483361473452,1483363274588,1483361473452
1483361476679,1483363279591,1483361476679
1483361490041,1483363294600,1483361490041
1483363302355,-,1483363302355
1483361499733,1483363304604,1483361499733
1483363316933,-,1483363316933
1483361523272,1483363324619,1483361523272
1483361527526,1483363329624,1483361527526
1483363334372,-,1483363334372
1483361535842,1483363339630,1483361535842
1483363350421,-,1483363350421
1483363350421,1483363355491,1483363350421
1483363355491,-,1483363355491
1483361556784,1483363359645,1483361556784
1483363372454,-,1483363372454
1483361570190,1483363374647,1483361570190
1483363418494,-,1483363418494
1483363427984,-,1483363427984
1483361652342,1483363454707,1483361652342
1483361662174,1483363464713,1483361662174
1483361668989,1483363469716,1483361668989
1483361669248,1483363469716,1483361669248
1483361675213,1483363479724,1483361675213
1483361682768,1483363484726,1483361682768
1483363486591,-,1483363486591
1483361689043,1483363489728,1483361689043
1483361694588,1483363494734,1483361694588
1483363496594,-,1483363496594
1483363502208,-,1483363502208
1483363507126,-,1483363507126
1483361702971,1483363509742,1483361705993
1483361722549,1483363529754,1483361725733
1483363530620,-,1483363530620
1483361730543,1483363534759,1483361730543
1483361694746,1483363544761,1483361742486
1483361750653,1483363554769,1483361750653
1483361754853,1483363559772,1483361754853
1483363579390,-,1483363579390
1483361775598,1483363579786,1483361775598
1483361803572,1483363604803,1483361803572
1483363604811,-,1483363604811
1483361807105,1483363614810,1483361813829
1483361811218,1483363614811,1483361811218
1483363621642,-,1483363621642
1483361829380,1483363629822,1483361829380
1483363644590,-,1483363644590
1483361841282,1483363644831,1483361841282
1483363652758,-,1483363652758
1483363652758,1483363657116,1483363652758
1483363657117,-,1483363657117
1483363657117,1483363662591,1483363657117
1483363662592,-,1483363662592
1483363668131,-,1483363668131
1483363669756,-,1483363669756
1483363672889,-,1483363672889
1483361871058,1483363674843,1483361871058
1483361878891,1483363679848,1483361878891
1483361881344,1483363684851,1483361881344
1483361887617,1483363689856,1483361887617
1483363700624,-,1483363700624
1483361903701,1483363704865,1483361903701
1483361909952,1483363714872,1483361909952
1483361912735,1483363714873,1483361912735
1483361921640,1483363724877,1483361921640
1483361924250,1483363724877,1483361924250
1483363732715,-,1483363732715
1483363747082,-,1483363747082
1483361958156,1483363759907,1483361958156
1483363769849,-,1483363769849
1483361975595,1483363779920,1483361975595
1483361985164,1483363789925,1483361985164
1483363805297,-,1483363805297
1483363809759,-,1483363809759
1483362004012,1483363809939,1483362007086
1483363811221,-,1483363811221
1483363077908,1483363834304,1483363082807
1483363834305,-,1483363834305
1483363849312,-,1483363849312
1483363851597,-,1483363851597
1483362050909,1483363854965,1483362050909
1483363855680,-,1483363855680
1483362059622,1483363859970,1483362059622
1483362060508,1483363864974,1483362060508
1483362062013,1483363864975,1483362062013
1483363872239,-,1483363872239
1483362070292,1483363874978,1483362070292
1483363855680,1483363876808,1483363855680
1483363876809,-,1483363876809
1483363884006,-,1483363884006
1483362083086,1483363884983,1483362083086
1483362095821,1483363900000,1483362095821
1483363906468,-,1483363906468
1483363913415,-,1483363913415
1483363915516,-,1483363915516
1483362361600,1483363926206,1483362361600
1483363930860,-,1483363930860
1483363936301,-,1483363936301
1483362184394,1483363985045,1483362184394
1483362190467,1483363995054,1483362190467
1483362199115,1483364000056,1483362199115
1483364010728,-,1483364010728
1483364022773,-,1483364022773
1483364024648,-,1483364024648
1483364054721,-,1483364054721
1483362284600,1483364085125,1483362284600
1483364087478,-,1483364087478
1483364093373,-,1483364093373
1483364093487,-,1483364093487
1483362297984,1483364100136,1483362297984
1483362308842,1483364110145,1483362308842
1483362320979,1483364125158,1483362320979
1483362330937,1483364135166,1483362330937
1483364141888,-,1483364141888
1483362352372,1483364155182,1483362352372
1483362363783,1483364165191,1483362363783
1483364171527,-,1483364171527
1483364180766,-,1483364180766
1483362405877,1483364210222,1483362405877
1483362416409,1483364220231,1483362416409
1483364238823,-,1483364238823
1483362459984,1483364260262,1483362459984
1483364262425,-,1483364262425
1483364277823,-,1483364277823
1483364298996,-,1483364298996
1483362513728,1483364315304,1483362513728
1483362513079,1483364320307,1483362516234
1483364323050,-,1483364323050
1483364330975,-,1483364330975
1483362535537,1483364340315,1483362535537
1483364345578,-,1483364345578
1483362557174,1483364360326,1483362557174
1483364369223,-,1483364369223
1483362597316,1483364400360,1483362597316
1483364400617,-,1483364400617
1483362608425,1483364410368,1483362608425
1483364420961,-,1483364420961
1483362644150,1483364450399,1483362650137
1483364450771,-,1483364450771
1483362657577,1483364460410,1483362657577
1483362682085,1483364485431,1483362682085
1483362687506,1483364490434,1483362687506
1483364492511,-,1483364492511
1483362693511,1483364495436,1483362693511
1483364497837,-,1483364497837
1483364498113,-,1483364498113
1483362704441,1483364505445,1483362704441
1483364513482,-,1483364513482
1483362729370,1483364530460,1483362729370
1483362733401,1483364535465,1483362733401
1483362738636,1483364540468,1483362738636
1483362749461,1483364550475,1483362749461
1483362754750,1483364555479,1483362754750
1483362756111,1483364560481,1483362756111
1483362779939,1483364580499,1483362779939
1483362785318,1483364585509,1483362785318
1483364603419,-,1483364603419
1483359125831,1483364615531,1483362812385
1483362812707,1483364615531,1483362812707
1483364617128,-,1483364617128
1483362821796,1483364625538,1483362821796
1483362826755,1483364630541,1483362826755
1483362827303,1483364630541,1483362827303
1483362830113,1483364630541,1483362830113
1483364631509,-,1483364631509
1483362856586,1483364660571,1483362856586
1483364678044,-,1483364678044
1483362878320,1483364680581,1483362878320
1483362886478,1483364690586,1483362886478
1483364702428,-,1483364702428
1483362911574,1483364715605,1483362911574
1483364719510,-,1483364719510
1483364722125,-,1483364722125
1483364722585,-,1483364722585
1483364727759,-,1483364727759
1483362936474,1483364740621,1483362936474
1483364747867,-,1483364747867
1483364748597,-,1483364748597
1483364752033,-,1483364752033
1483364767987,-,1483364767987
1483362977926,1483364780652,1483362977926
1483364786935,-,1483364786935
1483364795439,-,1483364795439
1483362991670,1483364795656,1483362991670
1483363000315,1483364800657,1483363000315
1483364802670,-,1483364802670
1483363004870,1483364805658,1483363004870
1483364835302,-,1483364835302
1483364854425,-,1483364854425
1483363075651,1483364875711,1483363075651
1483364876096,-,1483364876096
1483363080083,1483364880716,1483363080083
1483364901458,-,1483364901458
1483364904259,-,1483364904259
1483363101747,1483364905736,1483363101747
1483364907252,-,1483364907252
1483364929442,-,1483364929442
1483363130284,1483364930752,1483363130284
1483364936354,-,1483364936354
1483363143703,1483364945760,1483363143703
1483364954707,-,1483364954707
1483364748597,1483364955758,1483364748597
1483364955758,-,1483364955758
1483364955758,1483364959527,1483364955758
1483364959527,-,1483364959527
1483363169193,1483364970772,1483363169193
1483363177104,1483364980780,1483363177104
1483364984211,-,1483364984211
1483364985775,-,1483364985775
1483365000613,-,1483365000613
1483363218222,1483365020809,1483363218222
1483363226454,1483365030814,1483363226454
1483365044352,-,1483365044352
1483365059603,-,1483365059603
1483363302355,1483365105875,1483363302355
1483363316933,1483365120885,1483363316933
1483365125176,-,1483365125176
1483365125896,-,1483365125896
1483363334372,1483365135893,1483363334372
1483365136562,-,1483365136562
1483363355491,1483365155907,1483363355491
1483363372454,1483365175919,1483363372454
1483365186065,-,1483365186065
1483365220098,-,1483365220098
1483363418494,1483365220956,1483363418494
1483363427984,1483365230964,1483363427984
1483365234929,-,1483365234929
1483365239351,-,1483365239351
1483365268083,-,1483365268083
1483365271665,-,1483365271665
1483363486591,1483365291018,1483363486591
1483365297228,-,1483365297228
1483363496594,1483365301021,1483363496594
1483363502208,1483365306025,1483363502208
1483363507126,1483365311028,1483363507126
1483363530620,1483365331047,1483363530620
1483365334036,-,1483365334036
1483365334107,-,1483365334107
1483365338390,-,1483365338390
1483363913415,1483365341147,1483363913415
1483365341147,-,1483365341147
1483365355498,-,1483365355498
1483365365177,-,1483365365177
1483363579390,1483365381084,1483363579390
1483365393276,-,1483365393276
1483363604811,1483365406101,1483363604811
1483365416565,-,1483365416565
1483363621642,1483365426119,1483363621642
1483364959527,1483365437593,1483364959527
1483365437593,-,1483365437593
1483365441176,-,1483365441176
1483363644590,1483365446137,1483363644590
1483365451781,-,1483365451781
1483365455654,-,1483365455654
1483365461486,-,1483365461486
1483363662592,1483365466145,1483363662592
1483363668131,1483365471147,1483363668131
1483363669756,1483365471147,1483363669756
1483363672889,1483365476151,1483363672889
1483365495325,-,1483365495325
1483363700624,1483365501162,1483363700624
1483365516880,-,1483365516880
1483363732715,1483365536192,1483363732715
1483365550263,-,1483365550263
1483363747082,1483365551199,1483363750119
1483359027207,1483365557886,1483364422855
1483365557887,-,1483365557887
1483363769849,1483365571213,1483363769849
1483365581029,-,1483365581029
1483365582744,-,1483365582744
1483365584959,-,1483365584959
1483365599356,-,1483365599356
1483363805297,1483365606231,1483363805297
1483363809759,1483365611235,1483363809759
1483363811221,1483365611235,1483363811221
1483365635674,-,1483365635674
1483363849312,1483365651256,1483363849312
1483365655580,-,1483365655580
1483363851597,1483365656259,1483363851597
1483365667347,-,1483365667347
1483363872239,1483365676273,1483363872239
1483365677793,-,1483365677793
1483363876809,1483365681274,1483363876809
1483363884006,1483365686277,1483363884006
1483363906468,1483365711300,1483363906468
1483363915516,1483365716304,1483363915516
1483363834305,1483365726311,1483363923261
1483363930860,1483365731314,1483363930860
1483363936301,1483365736316,1483363936301
1483365754540,-,1483365754540
1483365774584,-,1483365774584
1483348857129,1483365786349,1483363982734
1483365793744,-,1483365793744
1483365800745,-,1483365800745
1483364010728,1483365811364,1483364010728
1483364022773,1483365826377,1483364022773
1483364024648,1483365826377,1483364024648
1483365830568,-,1483365830568
1483365856123,-,1483365856123
1483364054721,1483365856391,1483364054721
1483365861049,-,1483365861049
1483365866026,-,1483365866026
1483365871120,-,1483365871120
1483365876335,-,1483365876335
1483365885955,-,1483365885955
1483364087478,1483365891402,1483364087478
1483364093373,1483365896404,1483364093373
1483364093487,1483365896404,1483364093487
1483365856123,1483365908318,1483365856123
1483365908319,-,1483365908319
1483365910684,-,1483365910684
1483365913449,-,1483365913449
1483365922655,-,1483365922655
1483365933990,-,1483365933990
1483365942930,-,1483365942930
1483365955132,-,1483365955132
1483365966658,-,1483365966658
1483365970114,-,1483365970114
1483364171527,1483365976464,1483364171527
1483364180766,1483365981465,1483364180766
1483366026957,-,1483366026957
1483364262425,1483366066528,1483364262425
1483364277823,1483366081543,1483364277823
1483366089206,-,1483366089206
1483366089558,-,1483366089558
1483366093025,-,1483366093025
1483366099279,-,1483366099279
1483366099866,-,1483366099866
1483365234929,1483366100259,1483365234929
1483366100259,-,1483366100259
1483364298996,1483366101549,1483364298996
1483365910684,1483366105884,1483365910684
1483366105884,-,1483366105884
1483366117630,-,1483366117630
1483364323050,1483366126560,1483364323050
1483364330975,1483366136591,1483364334356
1483364345578,1483366151601,1483364349027
1483366155526,-,1483366155526
1483366157497,-,1483366157497
1483364369223,1483366171617,1483364369223
1483366175820,-,1483366175820
1483366182048,-,1483366182048
1483366187470,-,1483366187470
1483364400617,1483366201635,1483364400617
1483364420961,1483366221648,1483364420961
1483366227703,-,1483366227703
1483366249268,-,1483366249268
1483364450771,1483366251668,1483364450771
1483366260018,-,1483366260018
1483364492511,1483366296701,1483364492511
1483364497837,1483366301707,1483364497837
1483364498113,1483366301707,1483364498113
1483366306618,-,1483366306618
1483364513482,1483366316718,1483364513482
1483366325196,-,1483366325196
1483366334270,-,1483366334270
1483366357489,-,1483366357489
1483366362228,-,1483366362228
1483366369081,-,1483366369081
1483358688048,1483366376757,1483364572206
1483366385972,-,1483366385972
1483364603419,1483366406775,1483364603419
1483366412441,-,1483366412441
1483366413999,-,1483366413999
1483364617128,1483366421785,1483364617128
1483364631509,1483366431792,1483364631509
1483366445353,-,1483366445353
1483361286116,1483366456813,1483364653227
1483364678044,1483366481831,1483364678044
1483366484333,-,1483366484333
1483366495787,-,1483366495787
1483364702428,1483366506844,1483364702428
1483342853603,1483366511850,1483364709525
1483364719510,1483366521853,1483364719510
1483364722125,1483366526857,1483364722125
1483364722585,1483366526857,1483364722585
1483364727759,1483366531859,1483364727759
1483364747867,1483366551876,1483364747867
1483364752033,1483366556878,1483364752033
1483364767987,1483366571888,1483364767987
1483364786935,1483366591901,1483364786935
1483366596811,-,1483366596811
1483364795439,1483366596903,1483364795439
1483364802670,1483366606914,1483364802670
1483366617094,-,1483366617094
1483364835302,1483366636940,1483364835302
1483366641959,-,1483366641959
1483366642579,-,1483366642579
1483364854425,1483366661957,1483364857587
1483366666548,-,1483366666548
1483364876096,1483366676963,1483364876096
1483366686099,-,1483366686099
1483366700287,-,1483366700287
1483364901458,1483366701978,1483364901458
1483366704013,-,1483366704013
1483364904259,1483366706981,1483364904259
1483364907252,1483366711984,1483364907252
1483364929442,1483366731998,1483364929442
1483364936354,1483366742007,1483364939985
1483366751722,-,1483366751722
1483366755623,-,1483366755623
1483364954707,1483366757011,1483364954707
1483362639196,1483366762763,1483366112642
1483366762763,-,1483366762763
1483366768566,-,1483366768566
1483366781219,-,1483366781219
1483364985775,1483366787023,1483364985775
1483364984211,1483366792026,1483364987664
1483366799720,-,1483366799720
1483366805872,-,1483366805872
1483365000613,1483366807031,1483365006078
1483366821954,-,1483366821954
1483366824575,-,1483366824575
1483366841296,-,1483366841296
1483365044352,1483366847047,1483365044352
1483365059603,1483366862061,1483365059603
1483366899177,-,1483366899177
1483366903726,-,1483366903726
1483366915858,-,1483366915858
1483365125176,1483366927104,1483365125176
1483365125896,1483366927104,1483365125896
1483365136562,1483366937112,1483365136562
1483366938275,-,1483366938275
1483366951871,-,1483366951871
1483365186065,1483366992143,1483365190327
1483366993670,-,1483366993670
1483366994117,-,1483366994117
1483367016216,-,1483367016216
1483365220098,1483367022163,1483365220098
1483367035554,-,1483367035554
1483367040539,-,1483367040539
1483367067738,-,1483367067738
1483365268083,1483367072194,1483365268083
1483365271665,1483367072194,1483365271665
1483367092617,-,1483367092617
1483367135292,-,1483367135292
1483365334036,1483367137249,1483365334036
1483365334107,1483367137249,1483365334107
1483365338390,1483367142252,1483365338390
1483365341147,1483367142253,1483365341147
1483367149329,-,1483367149329
1483365355498,1483367157266,1483365355498
1483365365177,1483367167272,1483365365177
1483365393276,1483367197298,1483365393276
1483365416565,1483367217314,1483365416565
1483367235226,-,1483367235226
1483365437593,1483367242331,1483365437593
1483365441176,1483367242331,1483365441176
1483365451781,1483367252338,1483365451781
1483365455654,1483367257340,1483365455654
1483365461486,1483367267345,1483365464611
1483367275335,-,1483367275335
1483367278705,-,1483367278705
1483367278996,-,1483367278996
1483367296760,-,1483367296760
1483365495325,1483367302367,1483365498489
1483367304815,-,1483367304815
1483365516880,1483367317378,1483365516880
1483367321035,-,1483367321035
1483367335516,-,1483367335516
1483367345549,-,1483367345549
1483365550263,1483367352395,1483365550263
1483365557887,1483367362399,1483365557887
1483367367465,-,1483367367465
1483365581029,1483367382413,1483365581029
1483365582744,1483367387417,1483365582744
1483365584959,1483367387417,1483365584959
1483367391785,-,1483367391785
1483367397378,-,1483367397378
1483365599356,1483367402425,1483365599356
1483367423301,-,1483367423301
1483365635674,1483367437456,1483365635674
1483367445994,-,1483367445994
1483367450709,-,1483367450709
1483365655580,1483367457468,1483365655580
1483365667347,1483367467474,1483365667347
1483367477381,-,1483367477381
1483367511585,-,1483367511585
1483367534778,-,1483367534778
1483367537646,-,1483367537646
1483367546125,-,1483367546125
1483367546937,-,1483367546937
1483367561587,-,1483367561587
1483365754540,1483367562536,1483365757695
1483367566064,-,1483367566064
1483365774584,1483367577545,1483365774584
1483343003973,1483367582548,1483365781597
1483365793744,1483367597561,1483365793744
1483365800745,1483367602565,1483365800745
1483367609605,-,1483367609605
1483367610458,-,1483367610458
1483367613492,-,1483367613492
1483365830568,1483367632587,1483365830568
1483367654388,-,1483367654388
1483365861049,1483367662604,1483365861049
1483365871120,1483367672609,1483365871120
1483367677448,-,1483367677448
1483365876335,1483367677610,1483365876335
1483367679996,-,1483367679996
1483367681624,-,1483367681624
1483367685427,-,1483367685427
1483365885955,1483367687619,1483365885955
1483367702015,-,1483367702015
1483367706756,-,1483367706756
1483367711954,-,1483367711954
1483367712172,-,1483367712172
1483365908319,1483367712625,1483365908319
1483365913449,1483367717627,1483365913449
1483365922655,1483367727634,1483365922655
1483365933990,1483367737636,1483365933990
1483367741517,-,1483367741517
1483365942930,1483367747641,1483365942930
1483365955132,1483367757649,1483365955132
1483365966658,1483367772662,1483365970722
1483365970114,1483367772662,1483365970114
1483367777208,-,1483367777208
1483367798262,-,1483367798262
1483367798607,-,1483367798607
1483367798651,-,1483367798651
1483367827469,-,1483367827469
1483366026957,1483367827701,1483366026957
1483367840088,-,1483367840088
1483367860245,-,1483367860245
1483367884843,-,1483367884843
1483367886698,-,1483367886698
1483366089206,1483367892750,1483366089206
1483366089558,1483367892750,1483366089558
1483366093025,1483367897754,1483366093025
1483366099279,1483367902757,1483366099279
1483366099866,1483367902757,1483366099866
1483366100259,1483367902757,1483366100259
1483367902790,-,1483367902790
1483366105884,1483367907761,1483366105884
1483366117630,1483367917769,1483366117630
1483367950400,-,1483367950400
1483366155526,1483367957798,1483366155526
1483366157497,1483367957800,1483366157497
1483367961607,-,1483367961607
1483367966933,-,1483367966933
1483367970758,-,1483367970758
1483367971590,-,1483367971590
1483366175820,1483367977805,1483366175820
1483367982574,-,1483367982574
1483366182048,1483367982806,1483366182048
1483366187470,1483367987810,1483366187470
1483367999358,-,1483367999358
1483366227703,1483368032851,1483366231834
1483366249268,1483368052866,1483366249268
1483368055593,-,1483368055593
1483366260018,1483368062874,1483366260018
1483368073937,-,1483368073937
1483368080123,-,1483368080123
1483368086013,-,1483368086013
1483368095001,-,1483368095001
1483368097552,-,1483368097552
1483366306618,1483368107902,1483366306618
1483368125454,-,1483368125454
1483366325196,1483368132920,1483366328862
1483368147980,-,1483368147980
1483366357489,1483368157941,1483366357489
1483368158067,-,1483368158067
1483366362228,1483368162943,1483366362228
1483366369081,1483368172948,1483366369081
1483368176671,-,1483368176671
1483368180683,-,1483368180683
1483368176671,1483368183900,1483368176671
1483368183900,-,1483368183900
1483366385972,1483368187953,1483366385972
1483368194780,-,1483368194780
1483366412441,1483368212969,1483366412441
1483366413999,1483368217971,1483366413999
1483368225771,-,1483368225771
1483368241996,-,1483368241996
1483366445353,1483368247988,1483366445353
1483366484333,1483368288019,1483366484333
1483366495787,1483368298026,1483366495787
1483368308882,-,1483368308882
1483368329231,-,1483368329231
1483368241996,1483368344577,1483368246103
1483368344578,-,1483368344578
1483368364980,-,1483368364980
1483366762763,1483368375619,1483367606039
1483368375619,-,1483368375619
1483368380842,-,1483368380842
1483368392604,-,1483368392604
1483366596811,1483368398098,1483366596811
1483368392604,1483368409805,1483368392604
1483368409806,-,1483368409806
1483366617094,1483368418113,1483366617094
1483368429643,-,1483368429643
1483368409806,1483368431645,1483368409806
1483368431646,-,1483368431646
1483366641959,1483368443132,1483366641959
1483366642579,1483368448133,1483366646296
1483366666548,1483368468152,1483366666548
1483368469296,-,1483368469296
1483366700287,1483368508181,1483366703824
1483366704013,1483368508182,1483366704013
1483368544009,-,1483368544009
1483367971590,1483368551593,1483367971590
1483368551593,-,1483368551593
1483366751722,1483368553214,1483366751722
1483366755623,1483368558215,1483366755623
1483366768566,1483368573228,1483366768566
1483366781219,1483368583231,1483366781219
1483368591552,-,1483368591552
1483368603062,-,1483368603062
1483366799720,1483368603242,1483366799720
1483368607266,-,1483368607266
1483366805872,1483368608242,1483366805872
1483368622393,-,1483368622393
1483366821954,1483368623247,1483366821954
1483366824575,1483368628250,1483366824575
1483368637697,-,1483368637697
1483366841296,1483368643256,1483366841296
1483366899177,1483368703313,1483366899177
1483368704722,-,1483368704722
1483366903726,1483368708316,1483366903726
1483366915858,1483368723327,1483366919114
1483368733299,-,1483368733299
1483366938275,1483368738335,1483366938275
1483366951871,1483368753346,1483366951871
1483365239351,1483368773362,1483366970902
1483368774561,-,1483368774561
1483368785574,-,1483368785574
1483366993670,1483368798381,1483366993670
1483366994117,1483368803384,1483366998858
1483368810457,-,1483368810457
1483368817571,-,1483368817571
1483367016216,1483368818391,1483367016216
1483367035554,1483368838406,1483367035554
1483368847990,-,1483368847990
1483367040539,1483368848410,1483367043739
1483367067738,1483368868427,1483367067738
1483368883540,-,1483368883540
1483367092617,1483368893458,1483367092617
1483368909379,-,1483368909379
1483367135292,1483368938492,1483367135292
1483367149329,1483368953502,1483367149329
1483368972685,-,1483368972685
1483368977627,-,1483368977627
1483368984667,-,1483368984667
1483369002939,-,1483369002939
1483369017057,-,1483369017057
1483367235226,1483369038557,1483367235226
1483369039939,-,1483369039939
1483369043662,-,1483369043662
1483369056230,-,1483369056230
1483369070688,-,1483369070688
1483367275335,1483369078582,1483367275335
1483367278705,1483369083585,1483367278705
1483367278996,1483369083585,1483367278996
1483369094204,-,1483369094204
1483369097935,-,1483369097935
1483367296760,1483369098593,1483367296760
1483369097935,1483369099699,1483369097935
1483369099699,-,1483369099699
1483367304815,1483369108598,1483367304815
1483369116312,-,1483369116312
1483366334270,1483369123609,1483367320748
1483367321035,1483369123609,1483367321035
1483369136476,-,1483369136476
1483367335516,1483369138616,1483367335516
1483369099699,1483369147198,1483369099699
1483369147198,-,1483369147198
1483367345549,1483369148619,1483367345549
1483367367465,1483369168638,1483367367465
1483369147198,1483369169468,1483369147198
1483369169468,-,1483369169468
1483369169468,1483369172271,1483369169468
1483369172271,-,1483369172271
1483369180832,-,1483369180832
1483367391785,1483369193655,1483367391785
1483367397378,1483369198657,1483367397378
1483369204099,-,1483369204099
1483369209187,-,1483369209187
1483369216426,-,1483369216426
1483369217243,-,1483369217243
1483367423301,1483369228672,1483367427498
1483365297228,1483369244796,1483368481022
1483367445994,1483369248690,1483367445994
1483367450709,1483369263703,1483367461063
1483367477381,1483369278715,1483367477381
1483369295039,-,1483369295039
1483369295933,-,1483369295933
1483367511585,1483369313744,1483367511585
1483369320674,-,1483369320674
1483369329850,-,1483369329850
1483367534778,1483369338759,1483367534778
1483367537646,1483369338759,1483367537646
1483369346424,-,1483369346424
1483369348029,-,1483369348029
1483367546125,1483369348762,1483367546125
1483367546937,1483369348762,1483367546937
1483367561587,1483369363774,1483367561587
1483367566064,1483369368776,1483367566064
